address_name,full_name,id,name,purpose_name,rubrics,type,address.building_id,address.components,address.postcode,point.lat,point.lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address.landmark_name,address_comment,address.building_name,reviews.rating,reviews.review_count,reviews.recommendation_count,building_name,city
"Комендантский проспект, 26 к1",,70000001095246813,"Harat`s, ирландский паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212665935,"[{'number': '26 к1', 'street': 'Комендантский проспект', 'street_id': '5348763291879400', 'type': 'street_number'}]",197372,60.013523,30.251174,4.8,17.0,29.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,257.0,571.0,,1 этаж,,,,,,Санкт-Петербург
"Ждановская улица, 45",,70000001044101162,"Tangiers lounge Leo, сеть лаундж-баров",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'restorany', 'id': '164', 'kind': 'additional', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,5348660212838016,"[{'number': '45', 'street': 'Ждановская улица', 'street_id': '5348763291877764', 'type': 'street_number'}]",197198,59.96388,30.26699,4.9,370.0,425.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",5.0,6128.0,6686.0,,,ЖК Леонтьевский мыс,5.0,1.0,,,Санкт-Петербург
"Комендантский проспект, 30 к1",,5348552840884790,"Beer House, сеть баров",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212733391,"[{'number': '30 к1', 'street': 'Комендантский проспект', 'street_id': '5348763291879400', 'type': 'street_number'}]",197372,60.014695,30.250182,4.7,107.0,147.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,3642.0,15770.0,,,,,,,,Санкт-Петербург
"Крестовский проспект, 24",,5348553838529812,"Евразия, рестораны японской и европейской кухни",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'sushi_bary', 'id': '15791', 'kind': 'additional', 'name': 'Суши-бары', 'parent_id': '2', 'short_id': 15791}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212699196,"[{'number': '24', 'street': 'Крестовский проспект', 'street_id': '5348763291879096', 'type': 'street_number'}]",197110,59.967954,30.262797,4.4,651.0,856.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2.4, 'recommendation_count': 2, 'review_count': 9, 'tag': 'flamp'}]",4.7,41777.0,167845.0,,1 этаж,,2.4,9.0,2.0,,Санкт-Петербург
"Испытателей проспект, 30",,70000001025345555,"Feromon Komenda, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'restorany', 'id': '164', 'kind': 'additional', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'antikafe', 'id': '72370', 'kind': 'additional', 'name': 'Антикафе', 'parent_id': '2', 'short_id': 72370}]",branch,5348660212734932,"[{'number': '30', 'street': 'Испытателей проспект', 'street_id': '5348763291879771', 'type': 'street_number'}]",197349,60.006778,30.264956,4.9,387.0,545.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 12, 'tag': 'flamp'}]",4.8,5418.0,9032.0,,4-3 секция; 3 этаж,ТОЦ Miller Center,5.0,12.0,,,Санкт-Петербург
"улица Большая Зеленина, 33",,70000001095342283,EightBall,,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'primary', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",branch,5348660212741259,"[{'number': '33', 'street': 'улица Большая Зеленина', 'street_id': '5348763291878374', 'type': 'street_number'}]",197110,59.964964,30.285077,4.6,6.0,18.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,6.0,18.0,,,,,,,,Санкт-Петербург
"улица Оптиков, 34 к1",,70000001066426216,"Polly MacMolly, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'restorany', 'id': '164', 'kind': 'additional', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,5348660212841319,"[{'number': '34 к1', 'street': 'улица Оптиков', 'street_id': '5348763291879520', 'type': 'street_number'}]",197345,59.99998,30.215179,4.8,170.0,219.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 1, 'tag': 'flamp'}]",4.8,170.0,219.0,"ЖК Legenda на Оптиков, 34",2 этаж,,3.0,1.0,,,Санкт-Петербург
"улица Оптиков, 4",,5348552838719347,"Leon, бар-бильярдная",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'primary', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212738478,"[{'number': '4', 'street': 'улица Оптиков', 'street_id': '5348763291879520', 'type': 'street_number'}]",197374,59.994138,30.25275,3.1,51.0,75.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.1,51.0,75.0,,1-2 этаж,ЛОМО,,,,,Санкт-Петербург
"Комендантский проспект, 11в",,70000001046051081,"Molly Pub, пивной паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212734932,"[{'number': '11в', 'street': 'Комендантский проспект', 'street_id': '5348763291879400', 'type': 'street_number'}]",197349,60.00681,30.264831,4.8,99.0,612.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'review_count': 4, 'tag': 'flamp'}]",4.8,99.0,612.0,,цокольный этаж,ТОЦ Miller Center,3.5,4.0,,,Санкт-Петербург
"Левашовский проспект, 14",,70000001089539989,"Trevino, винное бистро",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212742196,"[{'number': '14', 'street': 'Левашовский проспект', 'street_id': '5348763291877790', 'type': 'street_number'}]",197110,59.966198,30.290915,4.7,17.0,29.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,17.0,29.0,,,,,,,,Санкт-Петербург
"Коломяжский проспект, 15 к1",,70000001053946908,"Blackwood Pub, паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212745095,"[{'number': '15 к1', 'street': 'Коломяжский проспект', 'street_id': '5348763291879376', 'type': 'street_number'}]",197348,60.000422,30.29974,4.6,98.0,154.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,1739.0,2699.0,ЖК Богатырский,цокольный этаж,,,,,,Санкт-Петербург
"Коломяжский проспект, 15 к2",,70000001031367201,"Royal Smoke, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,5348660212745260,"[{'number': '15 к2', 'street': 'Коломяжский проспект', 'street_id': '5348763291879376', 'type': 'street_number'}]",197348,60.001029,30.299963,4.8,139.0,166.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,331.0,390.0,ЖК Богатырский,цокольный этаж,,,,,,Санкт-Петербург
"улица Оптиков, 34 к1",,70000001032067310,"Crafty Crab bar, гастрономический бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212841319,"[{'number': '34 к1', 'street': 'улица Оптиков', 'street_id': '5348763291879520', 'type': 'street_number'}]",197345,59.999264,30.217327,4.4,41.0,57.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'review_count': 2, 'tag': 'flamp'}]",4.4,41.0,57.0,"ЖК Legenda на Оптиков, 34",1 этаж,,4.5,2.0,,,Санкт-Петербург
"Ланское шоссе, 14 к1",,70000001036893222,"IPA beer, кафе",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212726705,"[{'number': '14 к1', 'street': 'Ланское шоссе', 'street_id': '5348763291879372', 'type': 'street_number'}]",197343,59.99369,30.311892,4.9,51.0,66.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,110.0,147.0,,цокольный этаж; 18 парадная,,,,,,Санкт-Петербург
"Богатырский проспект, 7 к8",,5348553838539287,"O`briens, паб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212739663,"[{'number': '7 к8', 'street': 'Богатырский проспект', 'street_id': '5348763291879609', 'type': 'street_number'}]",197348,59.999893,30.283858,3.1,32.0,43.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 4, 'tag': 'flamp'}]",3.7,87.0,122.0,,,,3.0,4.0,,,Санкт-Петербург
"Испытателей проспект, 7",,70000001091209955,"Руки ВВерх!, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212741654,"[{'number': '7', 'street': 'Испытателей проспект', 'street_id': '5348763291879771', 'type': 'street_number'}]",197341,60.00388,30.296876,3.7,3.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,1709.0,2067.0,,3 этаж,,,,,,Санкт-Петербург
"Байконурская улица, 13 к2",,5348552838541738,"Лео, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'additional', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212739534,"[{'number': '13 к2', 'street': 'Байконурская улица', 'street_id': '5348763291879839', 'type': 'street_number'}]",197349,60.002444,30.275711,3.4,10.0,19.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",3.4,10.0,19.0,,2 этаж,,5.0,1.0,,,Санкт-Петербург
"Коломяжский проспект, 15 к2",,5348552839807636,"Beer House, сеть баров",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,5348660212745260,"[{'number': '15 к2', 'street': 'Коломяжский проспект', 'street_id': '5348763291879376', 'type': 'street_number'}]",197348,60.00121,30.299329,4.8,135.0,807.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'review_count': 2, 'tag': 'flamp'}]",4.8,3642.0,15770.0,ЖК Богатырский,цокольный этаж,,4.5,2.0,,,Санкт-Петербург
"Камышовая улица, 13",,70000001104611255,Ёмкость,,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'alkogolnye_napitki', 'id': '360', 'kind': 'primary', 'name': 'Алкогольные напитки', 'parent_id': '14', 'short_id': 360}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'additional', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}]",branch,5348660212823067,"[{'number': '13', 'street': 'Камышовая улица', 'street_id': '5348763291879552', 'type': 'street_number'}]",197372,60.006214,30.248479,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,,,,,,,,Санкт-Петербург
"Испытателей проспект, 7 к2",,70000001061430240,"Асаль, рестобар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,5348660212741048,"[{'number': '7 к2', 'street': 'Испытателей проспект', 'street_id': '5348763291879771', 'type': 'street_number'}]",197341,60.003964,30.294983,3.1,11.0,18.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.1,11.0,18.0,,2 этаж,,,,,,Санкт-Петербург
"Богатырский проспект, 49 к2",,70000001104611526,"Наварра, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,5348660212666403,"[{'number': '49 к2', 'street': 'Богатырский проспект', 'street_id': '5348763291879609', 'type': 'street_number'}]",197082,60.006563,30.222736,5.0,1.0,3.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,3.0,ЖК Северная регата,,,,,,,Санкт-Петербург
