address_name,full_name,id,name,purpose_name,rubrics,type,address.building_id,address.components,address.postcode,point.lat,point.lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address.landmark_name,address_comment,address.building_name,reviews.rating,reviews.review_count,reviews.recommendation_count,building_name,city
"Малый Гнездниковский переулок, 9 ст2",,70000001037330997,"Ровесник, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282993661,"[{'number': '9 ст2', 'street': 'Малый Гнездниковский переулок', 'street_id': '4504338361749886', 'type': 'street_number'}]",125009,55.76234,37.605985,3.9,307.0,769.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",3.9,307.0,769.0,,1 этаж,,5.0,1.0,,,Москва
"улица Новый Арбат, 21",,70000001088829894,"Бериот, танцевальный ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282751589,"[{'number': '21', 'street': 'улица Новый Арбат', 'street_id': '4504338361747256', 'type': 'street_number'}]",119019,55.752033,37.587286,4.7,197.0,253.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,197.0,253.0,,,БЦ Обновление Арбата,,,,,Москва
"Сущёвская улица, 21",,70000001065973044,"Anima, ночной клуб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'primary', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'arenda_koncertnykh_ploshhadok', 'id': '111506', 'kind': 'additional', 'name': 'Аренда концертных площадок', 'parent_id': '9', 'short_id': 111506}]",branch,4504235282737113,"[{'number': '21', 'street': 'Сущёвская улица', 'street_id': '4504338361750055', 'type': 'street_number'}]",127030,55.782154,37.601476,4.6,146.0,316.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 2, 'tag': 'flamp'}]",4.6,146.0,316.0,,1 этаж,БЦ Молодая Гвардия,5.0,2.0,,,Москва
"Лесная улица, 20 ст5",,70000001045623203,"Bla bla bar, бар-ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282738073,"[{'number': '20 ст5', 'street': 'Лесная улица', 'street_id': '4504338361748192', 'type': 'street_number'}]",125196,55.779288,37.590622,4.8,291.0,415.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,291.0,415.0,,1-2 этаж,,,,,,Москва
"Страстной бульвар, 4 ст5",,70000001040039867,"Галки, андерграунд ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235312407717,"[{'number': '4 ст5', 'street': 'Страстной бульвар', 'street_id': '4504338361745938', 'type': 'street_number'}]",125375,55.764912,37.60904,4.7,320.0,749.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.3, 'review_count': 3, 'tag': 'flamp'}]",4.7,320.0,749.0,,цокольный этаж,,3.3,3.0,,,Москва
"улица Новый Арбат, 15",,70000001018992806,"МТ music bar, ресторан-бар с живой музыкой",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282756508,"[{'number': '15', 'street': 'улица Новый Арбат', 'street_id': '4504338361747256', 'type': 'street_number'}]",119019,55.752249,37.592553,4.2,167.0,298.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.8, 'recommendation_count': 1, 'review_count': 25, 'tag': 'flamp'}]",4.2,167.0,298.0,,1 этаж,,3.8,25.0,1.0,,Москва
"улица Новый Арбат, 19",,4504127916196568,"Chesterfield, ресторан-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282751585,"[{'number': '19', 'street': 'улица Новый Арбат', 'street_id': '4504338361747256', 'type': 'street_number'}]",119019,55.752206,37.589091,3.4,315.0,516.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'recommendation_count': 2, 'review_count': 20, 'tag': 'flamp'}]",3.4,315.0,516.0,,"1, 2 этаж",,3.5,20.0,2.0,,Москва
"улица Малая Дмитровка, 18а ст3",,70000001089542850,Salone pasta&bar,,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}]",branch,4504235282731222,"[{'number': '18а ст3', 'street': 'улица Малая Дмитровка', 'street_id': '4504338361748613', 'type': 'street_number'}]",127006,55.771243,37.605524,4.8,117.0,168.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,117.0,168.0,,1 этаж,,,,,,Москва
"Рождественский бульвар, 1",,70000001079012639,"Ikura izakaya by wrf, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282757043,"[{'number': '1', 'street': 'Рождественский бульвар', 'street_id': '4504338361745890', 'type': 'street_number'}]",107045,55.766746,37.624036,4.7,77.0,144.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,77.0,144.0,,4 этаж,,,,,,Москва
"Тверской бульвар, 13 ст1",,70000001044706382,"Simach, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282748920,"[{'number': '13 ст1', 'street': 'Тверской бульвар', 'street_id': '4504338361747940', 'type': 'street_number'}]",123104,55.760377,37.600215,3.8,84.0,244.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.8,84.0,244.0,,1 этаж,,,,,,Москва
"улица Бутырский Вал, 10",,70000001068450293,"She, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'sushi_bary', 'id': '15791', 'kind': 'additional', 'name': 'Суши-бары', 'parent_id': '2', 'short_id': 15791}]",branch,4504235282746438,"[{'number': '10', 'street': 'улица Бутырский Вал', 'street_id': '4504338361748175', 'type': 'street_number'}]",125196,55.778225,37.58624,4.5,131.0,248.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,512.0,1072.0,,1 этаж,БЦ Белая площадь,,,,,Москва
"Цветной бульвар, 7 ст1",,70000001100104121,"Спички, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282737215,"[{'number': '7 ст1', 'street': 'Цветной бульвар', 'street_id': '4504338361745846', 'type': 'street_number'}]",127051,55.769254,37.620648,3.9,19.0,33.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.9,19.0,33.0,,,,,,,,Москва
"улица Петровка, 20/1",,4504128908392711,"Mendeleev, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282762305,"[{'number': '20/1', 'street': 'улица Петровка', 'street_id': '4504338361745867', 'type': 'street_number'}]",127051,55.764114,37.617813,4.8,145.0,158.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,145.0,158.0,,цокольный этаж,,,,,,Москва
"3-я улица Ямского Поля, 2 к12",,70000001045381716,"Bizi Moscow, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}, {'alias': 'arenda_koncertnykh_ploshhadok', 'id': '111506', 'kind': 'additional', 'name': 'Аренда концертных площадок', 'parent_id': '9', 'short_id': 111506}]",branch,4504235282963155,"[{'number': '2 к12', 'street': '3-я улица Ямского Поля', 'street_id': '4504338361746400', 'type': 'street_number'}]",125124,55.781098,37.583256,4.4,288.0,520.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,288.0,520.0,ДЦ Ямское поле,цокольный этаж,БЦ Ямское поле,,,,,Москва
"Большой Путинковский переулок, 5",,4504128908389333,"Счастье, бар-ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282733693,"[{'number': '5', 'street': 'Большой Путинковский переулок', 'street_id': '4504338361749873', 'type': 'street_number'}]",127006,55.76738,37.607471,4.5,164.0,277.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'recommendation_count': 1, 'review_count': 32, 'tag': 'flamp'}]",4.5,164.0,277.0,,3 этаж,,4.0,32.0,1.0,,Москва
"Большой Козихинский переулок, 9",,70000001032746195,"The Bix bar and legend, джаз-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282748037,"[{'number': '9', 'street': 'Большой Козихинский переулок', 'street_id': '4504338361747979', 'type': 'street_number'}]",123104,55.762937,37.596936,4.7,57.0,140.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'review_count': 2, 'tag': 'flamp'}]",4.7,57.0,140.0,,цокольный этаж,,3.5,2.0,,,Москва
"Новинский бульвар, 31",,70000001006795733,"Selfie, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282736973,"[{'number': '31', 'street': 'Новинский бульвар', 'street_id': '4504338361747937', 'type': 'street_number'}]",123242,55.757886,37.583304,4.7,102.0,215.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'review_count': 2, 'tag': 'flamp'}]",4.7,102.0,215.0,,2 этаж,БЦ ВЭБ Центр,4.5,2.0,,,Москва
"Лесная улица, 20 ст6",,70000001060700533,"Frank by Баста, реберная",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282574707,"[{'number': '20 ст6', 'street': 'Лесная улица', 'street_id': '4504338361748192', 'type': 'street_number'}]",125196,55.779657,37.590978,4.9,1904.0,21862.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.6, 'review_count': 5, 'tag': 'flamp'}]",4.9,24902.0,342765.0,,1 этаж,,4.6,5.0,,,Москва
"Садовая-Кудринская улица, 20",,70000001034149318,"Stand up Патрики, профессиональный стендап-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'stendap_kluby', 'id': '112617', 'kind': 'primary', 'name': 'Стендап-клубы', 'parent_id': '2', 'short_id': 112617}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282748469,"[{'number': '20', 'street': 'Садовая-Кудринская улица', 'street_id': '4504338361749627', 'type': 'street_number'}]",123001,55.762461,37.587647,4.8,133.0,1684.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 1, 'review_count': 1, 'tag': 'flamp'}]",4.8,133.0,1684.0,,1 этаж,БЦ На Кудринской,1.0,1.0,,,Москва
"Столярный переулок, 3 к14",,70000001050259614,"Дымзавод, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'restorany', 'id': '164', 'kind': 'additional', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282785751,"[{'number': '3 к14', 'street': 'Столярный переулок', 'street_id': '4504338361748542', 'type': 'street_number'}]",123022,55.764718,37.569008,4.7,286.0,424.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.7,802.0,1106.0,ДЛ Рассвет,1 этаж,,5.0,1.0,,,Москва
"Садовая-Самотечная улица, 20 ст1",,70000001069631787,"from Berlin, винный ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282736997,"[{'number': '20 ст1', 'street': 'Садовая-Самотечная улица', 'street_id': '4504338361746758', 'type': 'street_number'}]",127051,55.773255,37.619339,4.5,64.0,157.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.5,64.0,157.0,,1 этаж,,,,,,Москва
"Тверская улица, 23 ст1",,4504127918496158,"Noor electro, легендарный коктейльный бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235283018873,"[{'number': '23 ст1', 'street': 'Тверская улица', 'street_id': '4504338361745952', 'type': 'street_number'}]",123001,55.767014,37.600804,4.0,96.0,173.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.7, 'review_count': 12, 'tag': 'flamp'}]",4.0,96.0,173.0,,1 этаж,,3.7,12.0,,,Москва
"улица Петровка, 30/7",,70000001059732309,"Marie laveau bar, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282734772,"[{'number': '30/7', 'street': 'улица Петровка', 'street_id': '4504338361745867', 'type': 'street_number'}]",127006,55.768071,37.614191,4.1,51.0,84.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.1,51.0,84.0,,1 этаж,,,,,,Москва
"Спартаковская площадь, 16/15 ст3",,70000001059743106,"Слёзы берёзы, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235306950317,"[{'number': '16/15 ст3', 'street': 'Спартаковская площадь', 'type': 'street_number'}]",105082,55.775649,37.677803,4.6,192.0,431.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.6,192.0,431.0,,1 этаж,,5.0,1.0,,,Москва
"Комсомольская площадь, 6",,70000001060294402,"Pipl, ночной клуб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'primary', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282656901,"[{'number': '6', 'street': 'Комсомольская площадь', 'type': 'street_number'}]",107140,55.776155,37.66107,4.4,173.0,609.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,173.0,609.0,,-1 этаж; вход с торца,Универмаг Московский,,,,,Москва
"Спартаковская площадь, 16/15 ст2",,70000001082708386,"Хиросима, моя любовь, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282650033,"[{'number': '16/15 ст2', 'street': 'Спартаковская площадь', 'type': 'street_number'}]",105082,55.776594,37.680177,4.5,83.0,196.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.5,83.0,196.0,,"1, 2 этаж",,,,,,Москва
"Садовая-Спасская улица, 21/1",,70000001078845120,"Сергеич, камеди-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'stendap_kluby', 'id': '112617', 'kind': 'primary', 'name': 'Стендап-клубы', 'parent_id': '2', 'short_id': 112617}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282656458,"[{'number': '21/1', 'street': 'Садовая-Спасская улица', 'street_id': '4504338361746734', 'type': 'street_number'}]",107078,55.769743,37.649562,4.7,116.0,259.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2, 'review_count': 1, 'tag': 'flamp'}]",4.7,116.0,259.0,,"1, 2 этаж",,2.0,1.0,,,Москва
"Мясницкая улица, 38 ст1",,70000001039467125,"Izumi, японский ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282724839,"[{'number': '38 ст1', 'street': 'Мясницкая улица', 'street_id': '4504338361746344', 'type': 'street_number'}]",101000,55.766246,37.640137,4.6,403.0,695.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.6,403.0,695.0,,цокольный этаж,,5.0,1.0,,,Москва
"Нижний Сусальный переулок, 5 ст26","Москва, Нижний Сусальный переулок, 5 ст26",70000001024519427,"Gazgolder, клуб-ресторан",Развлекательное заведение,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'arenda_koncertnykh_ploshhadok', 'id': '111506', 'kind': 'additional', 'name': 'Аренда концертных площадок', 'parent_id': '9', 'short_id': 111506}]",branch,4504235282702621,"[{'number': '5 ст26', 'street': 'Нижний Сусальный переулок', 'street_id': '4504338361747655', 'type': 'street_number'}]",105064,55.760243,37.665345,3.2,94.0,210.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'review_count': 4, 'tag': 'flamp'}]",3.2,94.0,210.0,Арма,,,4.0,4.0,,,Москва
"Тургеневская площадь, 2",,70000001007115841,"Crazy Daisy, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282810054,"[{'number': '2', 'street': 'Тургеневская площадь', 'type': 'street_number'}]",101000,55.765743,37.635712,4.4,474.0,548.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.8, 'review_count': 5, 'tag': 'flamp'}]",4.4,474.0,548.0,,1 этаж,ТОЦ Чистые пруды,3.8,5.0,,,Москва
"Садовая-Черногрязская улица, 10/25",,70000001050330390,"Munterra, эклектичный лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282996370,"[{'number': '10/25', 'street': 'Садовая-Черногрязская улица', 'street_id': '4504338361746731', 'type': 'street_number'}]",107078,55.766725,37.651518,4.8,83.0,160.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,83.0,160.0,,2 этаж,,,,,,Москва
"улица Покровка, 2/1 ст1",,70000001057205462,"Zionist Bar, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282745094,"[{'number': '2/1 ст1', 'street': 'улица Покровка', 'street_id': '4504338361746590', 'type': 'street_number'}]",101000,55.757786,37.639246,4.7,105.0,470.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.7,105.0,470.0,,цокольный этаж,,5.0,1.0,,,Москва
"Бауманская улица, 48/13","Москва, Бауманская улица, 48/13",70000001017268266,"Брюгге, паб","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282654885,"[{'number': '48/13', 'street': 'Бауманская улица', 'street_id': '4504338361746351', 'type': 'street_number'}]",105005,55.770036,37.678948,4.4,109.0,188.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.4, 'recommendation_count': 3, 'review_count': 16, 'tag': 'flamp'}]",4.4,109.0,188.0,,1 этаж,,4.4,16.0,3.0,,Москва
"улица Покровка, 16",,70000001046945340,"Йорик Убил Хамлета, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282745259,"[{'number': '16', 'street': 'улица Покровка', 'street_id': '4504338361746590', 'type': 'street_number'}]",101000,55.758995,37.645727,3.0,110.0,176.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2.7, 'review_count': 3, 'tag': 'flamp'}]",3.0,110.0,176.0,,1 этаж,,2.7,3.0,,,Москва
